06.03.2014 14:01:51.583 //-------------- 06.03.2014 14:01:51 -------------------------
06.03.2014 14:01:51.705 Configuration XML has been opened ... 
06.03.2014 14:02:32.379 Совпали: 78c2a057603edd5210d78249204859f9 *Webclient\interface\interface\ga_mt_iso3166.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 2c42923b1f2a8f47c7d43c5cffa1edc1 *Webclient\interface\interface\groups-view.html и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: f331bab7550a05d989c8aab79900cc56 *Webclient\interface\interface\groups-view.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 86eefbe6c4cd418f3aa5e14d5eefcb16 *Webclient\interface\interface\if3docs\if3_extended_tags.txt и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: f2a5f093ba0a856e6b88ec71fb4095cb *Webclient\interface\interface\if3docs\kiosk_commands.txt и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 4bec969e0979b931e94ec7ecd2fb8492 *Webclient\interface\interface\if3mods\m_metro_spb.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 01ffc46ef9ee0447358b9bbc17136a79 *Webclient\interface\interface\if3mods\m_txtm.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 2f31d1aa4b6afab8c24b6fe57cc43007 *Webclient\interface\interface\if3mods\m__if2.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 0e168c739e0671b9eb20afd1ba33d088 *Webclient\interface\interface\if3mods\m__if2_mod_proto.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: fa208ce37821ab70be709148797f3434 *Webclient\interface\interface\if3mods\m__if3.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 5bf2aa81cc65714a4a139f0ba3fd208b *Webclient\interface\interface\if3scen\metro_spb.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 6306b6d1236b5c626c70d3a1c6982821 *Webclient\interface\interface\if3scen\s_metro_spb.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 8d2b05ea7b8e581d32ed8fa5524d35f4 *Webclient\interface\interface\if3scen\s_metro_spb_bup.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 69c1540d9983a71133c74078e6e8e3cd *Webclient\interface\interface\if3_sc.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: e7667f9f263987127f02a5bef3db673c *Webclient\interface\interface\iface.full.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 6e74b6fe92f262a2b28ca8280c72a350 *Webclient\interface\interface\iface_config.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 33dd1277da45b2b2125a58ef244f3c83 *Webclient\interface\interface\iface_cybrules.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 8c0306ea523f28a2aaf11347546e0206 *Webclient\interface\interface\iface_details.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: fea6953eb97e2041785d6092286880db *Webclient\interface\interface\iface_history.txt и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: d614a17339a8a846cdb438910d7cc192 *Webclient\interface\interface\iface_init.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 5a086afbea7e3ac6774483ea5296d165 *Webclient\interface\interface\iface_jcfg.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: d3943165cbff9bc583edb179921bba6a *Webclient\interface\interface\iface_received_properties.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 84cc9a889349b365a82d8c99d4671bc2 *Webclient\interface\interface\iface_ret_info.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 6594e7aedefedb41cdb72c0accd3ff13 *Webclient\interface\interface\iface_rrules.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 21175ddcc0bef1ffd250d8be5b4d1715 *Webclient\interface\interface\iface_runtime.js и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 2cc2d5ad378c5fd9bea021969a10af76 *Webclient\interface\interface\images\17\back.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 1e6ab5c253605a816e57a66d253bc523 *Webclient\interface\interface\images\17\emoney_group.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 2ada5012310b8d299ad0451ac8efcb9f *Webclient\interface\interface\images\17\group_credit.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 40af08f64ff1d759b277a087d75e3972 *Webclient\interface\interface\images\17\group_internet.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: dce20d7dc6f38ab7bfd7ed2e46dd8193 *Webclient\interface\interface\images\17\group_jkh.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 12aa51f006f0f29600f76c6247ad6cef *Webclient\interface\interface\images\17\group_mobile.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 7be014b15dad6f593238dc635d17a120 *Webclient\interface\interface\images\17\group_other.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 4fd1ff08924ea4bc9b615acf5a87f942 *Webclient\interface\interface\images\17\group_phone.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 3c1ce272c1bfd8bd3fa708145fa211a2 *Webclient\interface\interface\images\17\group_television.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: b6d98826880841a02a289f4859c70618 *Webclient\interface\interface\images\17\information.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 7286cf3defa21b7ff5f575d5e24a2d84 *Webclient\interface\interface\images\17\lupa.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: d41d8cd98f00b204e9800998ecf8427e *Webclient\interface\interface\images\17\menu-item.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: c6e128880bce35765a545cc1eddcec36 *Webclient\interface\interface\images\17\next.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 5243b64b225848bb769e021e8e3a4b31 *Webclient\interface\interface\images\17\searchpayment.jpg и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.379 Совпали: 2a616a00f1353dc6f53e988f27f77561 *Webclient\interface\interface\images\operators\2pay.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 0fc54e8a1ca0d9f2cee9462ebb24029b *Webclient\interface\interface\images\operators\abinsk.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: ea13adacf1c5bc7c62df83b6ee6c4b2f *Webclient\interface\interface\images\operators\alerator.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: b91c1159572b88a3e0d8d2edf8292cba *Webclient\interface\interface\images\operators\arkan.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 8e239c5de5abd2ce5d56b7de2c0f4d1e *Webclient\interface\interface\images\operators\arktel.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: a603b309275418dadf3ae9a0bdc018b1 *Webclient\interface\interface\images\operators\arm.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 4fc7942ff27be0b1f1d9046bcb96cc6e *Webclient\interface\interface\images\operators\bersek.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: d611722098ef11ca297584159bae9d29 *Webclient\interface\interface\images\operators\bg_message_left.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 10b62f1d5a45acbc54fcaa11cbcb24be *Webclient\interface\interface\images\operators\bnk.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 525e7a6275ce5eddb7c29d0fad498c92 *Webclient\interface\interface\images\operators\bnk_absolut.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 30bda4664b393e2536baa383c0348c17 *Webclient\interface\interface\images\operators\bnk_agroinkom.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 9b26b0aea65585eb314002bde5a6dfa5 *Webclient\interface\interface\images\operators\bnk_agropromkred.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: e92456177b377d261b6616468e7b4883 *Webclient\interface\interface\images\operators\bnk_akbars.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 694969e26d8e587f37a32db2dace2674 *Webclient\interface\interface\images\operators\bnk_alfa.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 09fbf26efe090b68181f84656c3b4786 *Webclient\interface\interface\images\operators\bnk_avangard.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 69cad1dcbfc75f5d1b0b103582428636 *Webclient\interface\interface\images\operators\bnk_baltiysk.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: f8fe00ea668b8d0389a600d772ee1ad0 *Webclient\interface\interface\images\operators\bnk_belgsocb.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: edbf97904c27f79181d337d0d14bbe31 *Webclient\interface\interface\images\operators\bnk_bin.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: b7835a3ce7e0b38dd42eee52a3e48e97 *Webclient\interface\interface\images\operators\bnk_bsgv.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 8a6acf08bc5c4e66cb43d891e4130766 *Webclient\interface\interface\images\operators\bnk_centrinvest.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 4659300fd4720b4c6401ff235d5980f5 *Webclient\interface\interface\images\operators\bnk_centrokred.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: b2a714e22dc1229e396d3ab88a773af3 *Webclient\interface\interface\images\operators\bnk_chelind.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 79bdc9f4c3d901fcffc1d444a1eca02e *Webclient\interface\interface\images\operators\bnk_chelinvest.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: f56484b52b533a41a6591aa324102d45 *Webclient\interface\interface\images\operators\bnk_chelzem.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: b7845b5034e68b4a716bd34a3a86536d *Webclient\interface\interface\images\operators\bnk_city.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 8438276faa4a0309ab48378256741c39 *Webclient\interface\interface\images\operators\bnk_client.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: d149d262499f5a7a46b3b9ef178bc9e6 *Webclient\interface\interface\images\operators\bnk_cold.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: fb341355e04d15e058ebf15c8fa7285e *Webclient\interface\interface\images\operators\bnk_credevropa.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 695e315175db1debfedac7e8fcd12fa6 *Webclient\interface\interface\images\operators\bnk_credimpex.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: f26b38b555fe1ae9b802bed24067b544 *Webclient\interface\interface\images\operators\bnk_credmosc.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: f39bbc4d2d49fe9275d11111aa90c49d *Webclient\interface\interface\images\operators\bnk_dalcom.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 5454ca1d467b89758db86e3426411613 *Webclient\interface\interface\images\operators\bnk_dalvost.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 2d7b3682fa7f807c6e7f1ae12f753b9e *Webclient\interface\interface\images\operators\bnk_delta.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 6797554c12849b624558441264c8ac58 *Webclient\interface\interface\images\operators\bnk_druzhba.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: b643dd4aa31a1fe3e0f1d61a03233c0e *Webclient\interface\interface\images\operators\bnk_eastbr.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 9599f9fbb08d4538ec0c7d8fb91d6bab *Webclient\interface\interface\images\operators\bnk_eatp.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 35a4b7452cc80df93ec62245c9468d74 *Webclient\interface\interface\images\operators\bnk_ekater.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 3be043430610b4b237189e63a66330c9 *Webclient\interface\interface\images\operators\bnk_ekaterinburg.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 45046859a938d8b8115fed90742ae2b5 *Webclient\interface\interface\images\operators\bnk_evrocity.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: a3da20a1254c2d27cc28a2fc2937c9c1 *Webclient\interface\interface\images\operators\bnk_evrokred.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 51f830fd59fa54818925ff9d5db442ac *Webclient\interface\interface\images\operators\bnk_evromosnar.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: b43c510d34ca5908706e6b85410a0b35 *Webclient\interface\interface\images\operators\bnk_exprcred.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 1c7cbdb688325fd73b0c98b9fd18984e *Webclient\interface\interface\images\operators\bnk_express.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: fdfd726db3a76858e2a6e03271e8ec5c *Webclient\interface\interface\images\operators\bnk_exprtula.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: c30d290a3c2676cf395683c5e32ed3aa *Webclient\interface\interface\images\operators\bnk_fora.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: f0c18b8d5e8776034d35095be37c1ffa *Webclient\interface\interface\images\operators\bnk_forbnk.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 5e8b3941a1b95401782f1aa9e8d37f59 *Webclient\interface\interface\images\operators\bnk_gazbank.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 0f87495c2233b578c215cf992d1a54b9 *Webclient\interface\interface\images\operators\bnk_gazprom.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: c4416dca8a2401b01af8121554b4816c *Webclient\interface\interface\images\operators\bnk_globex.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 938820169484988477dfa5da3a14e02e *Webclient\interface\interface\images\operators\bnk_globus.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: de5fb0f6f5bc0da278206c892c3d3c33 *Webclient\interface\interface\images\operators\bnk_greencom.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: ba4ab472de3c78150f069f1aca66e419 *Webclient\interface\interface\images\operators\bnk_gubernsverd.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: a3952435e9683a73bbc4112003ad3eaf *Webclient\interface\interface\images\operators\bnk_hkf.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 4adbe4931a0f4bfa76b098d6ac387560 *Webclient\interface\interface\images\operators\bnk_hleb.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 7906c341dee13eeb2468bf1d387ef585 *Webclient\interface\interface\images\operators\bnk_iib.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.380 Совпали: 66c96f5be7569666d98de9c0d1758b2c *Webclient\interface\interface\images\operators\bnk_impex.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 5d8ec49dba105b9478a687cc703045a1 *Webclient\interface\interface\images\operators\bnk_innovac.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 6d95756bf4754bace8796ed39b5c685e *Webclient\interface\interface\images\operators\bnk_investsber.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 185529ce48ab34b049e65e0af58f9a64 *Webclient\interface\interface\images\operators\bnk_kamchatprofit.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 8c59348b55c8871f12fb912707329a0a *Webclient\interface\interface\images\operators\bnk_kapcred.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 4dce23154609e55845abec52c10cae1a *Webclient\interface\interface\images\operators\bnk_kavprom.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: e57d9f721daa4a9838a3b6d217ad265d *Webclient\interface\interface\images\operators\bnk_kedr.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 576752e03f419604b203184df3164566 *Webclient\interface\interface\images\operators\bnk_kemsocin.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: b731c6766ffc25fe6c710baec28e0bb5 *Webclient\interface\interface\images\operators\bnk_khm.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: ca797a87931a18f719257e230f3bb49b *Webclient\interface\interface\images\operators\bnk_kmb.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 32700e6dd0f34380bd3e468c08b0b397 *Webclient\interface\interface\images\operators\bnk_kraskom.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: f003252ed7ec50e47ce459791975e7df *Webclient\interface\interface\images\operators\bnk_kremlin.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: ad19d07823dbd80500a37e7448dcc60a *Webclient\interface\interface\images\operators\bnk_krosna.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 457f60d2eccf8ac8cd9248266fa1813c *Webclient\interface\interface\images\operators\bnk_krylov.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 15a5982b76e4063fcf47789763a0d60e *Webclient\interface\interface\images\operators\bnk_kubb.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 648593f95281e950b714fdd8edf59601 *Webclient\interface\interface\images\operators\bnk_kubcred.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: d3a9438aefe2bca548930aad5120b65d *Webclient\interface\interface\images\operators\bnk_kubtorg.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 56eb5065ea7fbb3ab21aa3bc47cd3baf *Webclient\interface\interface\images\operators\bnk_kubuniver.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 5583715db8260a0e9388b72bc7af2e5a *Webclient\interface\interface\images\operators\bnk_kuznecbiz.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: c9301a5d1ae8450519bbb99e08841213 *Webclient\interface\interface\images\operators\bnk_makb.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: e85a63054b5c3753d4cd534eccd328b1 *Webclient\interface\interface\images\operators\bnk_master.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 036d3834f0f91f25eb1a8ac3270249c8 *Webclient\interface\interface\images\operators\bnk_maxwell.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 9d90b552d2f818f1994ba5c0fdf8a99a *Webclient\interface\interface\images\operators\bnk_mba.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 1b5df39e8b611ae88f36e7061b4ea4e2 *Webclient\interface\interface\images\operators\bnk_mbrr.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: a8bad26285acd6f38fcbab5354c460a5 *Webclient\interface\interface\images\operators\bnk_mdm.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: e9d7b65a156ed8a436a1ee5d0beddebb *Webclient\interface\interface\images\operators\bnk_mechel.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 9f4ada90f98d0911561e6f1ff2ec9482 *Webclient\interface\interface\images\operators\bnk_metracom.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 59ee48424c14c63dde72b651c077bbb7 *Webclient\interface\interface\images\operators\bnk_millenium.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: b23cf8efb33187a84ff9958baf83234b *Webclient\interface\interface\images\operators\bnk_mmb.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: a2df560f65d9357ac2bc51a12a50effc *Webclient\interface\interface\images\operators\bnk_moscow.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: e95cfb924c8839d98c78f8597909e888 *Webclient\interface\interface\images\operators\bnk_mosobl.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: a430cdc90f26bda1419183e6640dc7f7 *Webclient\interface\interface\images\operators\bnk_mskcapit.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 917403d1f86aad4c0e018e6599b5a05b *Webclient\interface\interface\images\operators\bnk_mskcred.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 615b70f8f45d517f021278ecec432ffc *Webclient\interface\interface\images\operators\bnk_mskindustr.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 2ad2985e980428a9193e703cf50b6602 *Webclient\interface\interface\images\operators\bnk_mskprivat.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 9faa3ebd9749d13b7fc5b90cf2d4fece *Webclient\interface\interface\images\operators\bnk_mskstroyek.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: 38421184e5aaf9dd9ec5c8d2b3b89d89 *Webclient\interface\interface\images\operators\bnk_my.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
06.03.2014 14:02:32.381 Совпали: e114553323e577e49b61fe9079c3c32b *Webclient\interface\interface\images\operators\bnk_nacbiz.gif и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
